gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,is_hypertension
0.55808,1.7855,2.5041,-0.41806,1.7079,-0.73805,0.25545,0.80152,1.1972,0.36768,0.28071,1.0162,0.72566,0.59084,0.16402,1.3125,1.8254,-0.18431,0.32629,1.612,0.59045,-0.96145,1.2641,-0.49734,0.37834,-1.5393,1.2569,-1.0293,0.62147,0.26626,1.0652,0.25324,0.035118,1.0922,0.40468,0.65528,1.1255,-0.0088174,0.30283,0.41144,-0.36622,-0.29594,0.9453,-0.096991,1.3965,-0.59928,-0.49337,0.48099,-0.87735,1.1038,-0.22961,0.060308,1.3515,1.0616,1.0675,0.10843,0.42521,-0.76158,1.0594,-1.1466,1.8143,-0.40853,-0.5019,1.4467,-1.3805,1.0939,-0.39268,0.72421,-0.026087,1.4984,-0.24478,-1.0144,0.41155,-3.2782,0.15262,1.502,0.67862,1.5514,0.29628,0.43311,1.8418,1.022,0.12789,0.58543,1.1161,0.21333,0.938,0.60738,0.80281,2.0564,-0.51198,-2.2391,0.27014,0.79396,-0.26379,0.42197,-0.14462,-1.5123,-1.6776,-0.9236,1
0.22112,-0.26068,1.0581,0.52166,0.068543,-1.0324,-2.155,-2.0432,0.49018,1.2653,-0.65821,-0.75171,0.86856,-0.5533,-0.14538,-1.5919,1.1232,-0.085877,0.56833,-0.11422,-0.3486,-0.10609,0.31605,-1.3277,-0.31835,1.1801,0.71409,-0.92141,-0.91978,-1.3828,0.33332,-1.2725,-0.18782,1.1925,0.11914,1.8286,-0.17837,0.87334,-1.3879,-0.47396,0.21341,0.10457,0.1416,0.097144,0.85454,-0.56793,0.23491,-1.3256,0.35695,0.94457,1.2891,-0.58336,-1.9698,-0.6617,-0.55302,1.133,-0.5039,-0.41673,0.79545,0.2298,1.6389,-0.20497,-0.76448,-0.44656,0.078729,-1.3126,-0.5378,0.4801,-0.83233,0.28168,-1.3799,0.80429,0.07903,0.41926,0.1194,-0.056615,0.8493,0.5231,0.32823,0.4173,3.2317,0.72082,-0.22906,0.27838,-0.68161,-0.42022,0.59141,-0.030039,-0.95419,-1.2658,-0.11918,0.65933,-2.9263,-1.1177,0.59737,0.83199,-0.34919,-0.15994,1.3792,1.188,1
-0.5896,1.0207,1.5675,0.76496,-0.7606,1.7245,0.74116,1.2071,-0.0114,-0.78129,0.59803,-0.08292,1.0524,1.2844,0.60952,0.80975,-0.51583,0.74063,-1.6209,0.65958,0.29923,1.1891,-1.0308,-1.7336,0.59845,1.4085,0.56268,-1.2391,-0.29427,-0.6162,-0.75845,-0.98705,-0.11182,-1.0766,-0.77297,1.9423,1.8211,-0.22662,1.1614,1.0656,2.0592,0.28077,1.0635,1.9917,-0.42364,-1.5007,0.35121,-0.78048,0.43178,-0.35132,0.64932,0.13512,0.91885,0.47968,-0.50298,0.09994,0.40571,1.5796,0.98202,0.84049,0.52555,-0.50581,-0.1089,0.647,-1.1685,2.5572,-0.16875,0.23483,0.71957,0.37248,-0.78352,-0.35298,1.2608,0.15757,-1.2598,-0.4425,1.3994,1.308,-0.56885,-1.273,0.43959,1.1433,0.81873,-0.20211,0.62773,-0.89153,0.64016,-0.46407,1.1095,0.49946,0.050171,-0.53369,0.34678,0.97695,-0.15363,0.98282,0.58893,0.10171,0.33582,0.58364,1
-0.7412,1.7696,0.13112,0.65996,-0.35003,1.1046,0.21627,0.95905,-0.24925,0.15143,0.14899,-0.47143,0.47713,-0.10019,-2.0161,1.5216,-1.8889,0.20905,0.75724,0.34759,0.66775,-1.2861,0.96736,-0.77367,-1.5348,1.0664,0.073847,0.65481,1.252,0.020186,1.4611,0.13524,1.7141,0.068576,-0.82939,-0.14391,-0.51083,0.29856,0.39202,0.618,0.082465,0.5056,0.62077,-0.38962,0.041353,0.11713,0.43479,0.085301,0.33537,0.78122,0.43421,0.81133,-0.15565,0.70566,-0.087627,-0.19033,0.1833,0.13176,-0.82055,0.75536,0.81415,-0.80699,-0.90298,0.95208,0.51316,1.7753,-0.73193,0.048635,0.48188,-0.3022,0.31825,-0.86735,-0.89131,0.083128,-0.57551,0.58266,-0.081578,0.79671,-1.8206,1.0528,-0.081998,0.86742,-0.20016,-0.088975,0.071575,-0.35092,0.73007,-1.2383,0.77391,0.74933,-0.10769,0.19578,0.78474,0.78373,-0.4305,0.31029,-0.26255,-3.1645,1.055,0.5823,1
-1.7366,0.13586,1.4039,1.3746,0.4212,2.3415,1.0973,0.57186,0.75221,-0.10862,3.3566,0.90425,-0.18135,0.41638,1.0729,3.5064,1.0085,-2.0498,0.62127,0.69852,0.53752,1.6588,2.1052,-0.25874,0.0075679,1.5034,-1.1754,1.2219,-1.7168,1.916,2.1909,-1.2759,0.77931,0.31998,1.3657,0.10842,1.9533,0.03551,1.3723,1.7295,0.45397,0.54686,0.94267,1.0401,1.1639,0.37444,0.019096,1.8129,0.30153,-0.62478,0.96164,-0.52567,2.3686,-0.39626,0.3907,1.7263,0.030212,0.31003,0.18382,0.89634,1.332,-0.89777,0.85183,0.53316,-0.14766,1.5381,-0.067716,1.3911,0.66259,1.9876,-1.8423,1.762,-4.7929,0.5527,-0.054092,0.4606,0.38566,-0.23625,0.41834,1.5,-0.12124,1.1607,1.2427,-0.2335,1.7806,-0.161,-1.0071,-1.3007,1.5424,0.77269,-0.39369,0.11503,1.3726,0.93902,0.44815,-0.172,-0.93601,0.27389,1.0481,0.79646,1
0.67684,-0.20073,-0.75462,1.0372,-1.446,-0.15593,-0.56649,-0.52955,0.99889,-0.17137,-1.0174,-0.22239,0.0043813,0.040266,-0.47123,0.19523,0.21986,0.84635,-0.13121,-0.091693,-0.26257,-0.52427,1.4026,-0.50621,-0.0025035,0.93802,-0.41456,0.8823,0.20293,1.2146,1.1461,-0.18102,0.72937,0.47652,1.0476,-0.5482,-0.17083,-0.71276,0.31318,-0.33448,-0.041431,0.97212,0.55965,0.082856,-0.4773,-0.53942,-0.16129,0.38569,0.60414,0.62806,1.1636,0.28657,-0.44162,1.2796,0.36027,-0.93237,-1.8938,0.80149,0.65478,0.37543,0.26166,0.40238,-0.06866,-0.41991,1.0866,-0.38107,-0.95615,-0.6127,-1.2526,-0.047604,0.16443,0.28656,-0.030842,0.048751,1.7778,-0.37208,0.23837,0.92371,1.9306,1.3802,-1.0295,0.44206,-0.19987,-0.2651,0.51397,-0.23895,0.5473,1.5742,0.44497,0.46467,-2.0591,0.16265,-0.20079,0.87474,1.0075,-0.93288,-0.40501,-0.38992,1.648,-0.56104,1
0.50946,-0.15623,0.074623,0.72976,-0.039234,3.3985,0.83062,2.9574,0.69526,0.8934,3.4618,0.32456,0.72057,-0.63266,0.51922,2.5024,0.75809,-0.59716,-0.47049,1.0855,0.65574,0.0024142,0.98798,1.1518,0.44101,0.49403,-0.0073983,-1.4333,-0.22288,4.053,0.63398,-0.089969,0.83156,0.35259,1.1571,-1.6092,-0.79032,-0.22434,0.14424,3.8432,-0.35343,1.0679,1.0632,0.00058042,1.132,1.536,0.60614,0.43198,0.31898,1.7791,0.6774,0.23478,3.509,0.91436,0.58153,0.682,-0.21674,0.63958,-0.38737,0.43569,1.738,1.1534,0.59792,0.051959,1.0463,3.0211,-0.66718,-0.020395,0.50488,-0.011245,-0.78437,-0.41684,-1.9503,0.27934,-0.093765,-1.5401,1.4815,1.0496,-0.358,-0.05427,-0.21511,2.7521,0.74779,-0.74689,0.070945,-0.12301,-0.92511,-0.62496,2.0458,0.9472,-1.2756,-1.1457,2.9068,0.50409,-0.12819,-1.084,-0.53766,-0.76331,0.57795,-0.035767,1
0.36777,-2.3416,0.95102,0.63914,0.077394,0.10871,-0.65975,-0.26562,1.4982,0.76335,0.53492,0.47728,0.25566,-0.22653,0.22029,-1.5598,0.24499,-0.35778,-1.3612,-1.1708,-0.24704,0.13356,-0.083208,0.43446,-1.3446,-0.018671,1.3628,-0.23122,-2.2293,0.66388,-0.58563,-0.056227,0.44233,-0.48312,0.31437,-0.49936,-0.67802,1.1172,-0.14635,0.44532,0.2314,1.1516,0.96422,-1.9319,1.8383,-0.75042,-0.35293,0.35458,0.45063,0.33033,0.51893,0.40492,1.0346,0.3137,0.66446,0.097198,-0.13494,-1.839,0.47545,0.35248,0.81991,0.92209,0.48904,0.070762,0.69378,-0.67381,-1.0284,0.29489,-3.844,-1.8088,0.8296,0.52845,-0.19269,0.42854,0.4088,0.6839,-1.7104,-1.2513,-1.3621,0.11157,0.082984,0.57376,0.77899,0.3499,-2.3729,0.67979,1.6205,0.27742,-0.13063,-1.5387,0.28898,-0.17778,-0.33822,-0.67076,0.71325,1.1556,-0.10245,0.97133,-0.57694,0.20073,1
0.42298,1.4924,-0.19453,-0.21054,0.661,1.2948,-0.0013212,0.78239,-0.57022,-0.23159,0.25935,-0.13258,-0.097695,0.32678,0.21732,0.6608,0.91787,-0.35404,0.27944,0.2964,1.0267,-0.36656,1.4949,-0.028103,0.078291,1.1578,0.82838,-0.050132,1.0289,-0.060138,0.94455,-0.56923,-0.27389,0.1895,0.64162,-0.54612,-0.13982,-1.003,0.56919,0.033538,0.35844,0.9816,-0.77388,0.060894,0.11878,-1.4143,-1.0663,0.34951,-0.67122,0.71108,0.60564,0.0027648,-0.91442,-0.9561,-1.2491,-0.23678,-0.94581,0.99057,0.18832,0.46272,-0.1324,-1.437,-0.51763,-0.0020784,-0.7952,1.0907,-1.4195,-0.67504,0.56121,-0.70323,-1.2351,0.89207,0.60632,0.4169,-0.98864,-1.4177,1.3098,0.50841,-0.16765,0.80957,0.24547,0.59607,0.22079,0.50179,-0.26338,0.15119,-0.96573,-0.61242,0.80529,0.72564,-0.1025,-0.60125,0.16181,0.12547,-1.0425,0.98211,-0.54688,0.20006,0.10787,0.40021,1
0.097797,0.51233,-0.29511,-0.0091009,-0.29169,-0.75311,0.21087,-0.32119,0.21052,0.4975,-0.21302,-0.077777,0.57173,0.84075,-0.22845,0.70165,0.15596,2.9631,-0.062831,-0.65498,1.6367,-1.4477,2.0203,-2.3364,0.26956,0.33905,2.9844,0.51423,1.4137,1.1343,1.9139,0.35948,0.61122,-0.58104,-1.6543,0.43272,1.8621,-0.1499,0.43205,-1.1504,0.35296,-1.0915,-0.084252,-0.42085,0.35583,-0.4594,-0.63109,0.019307,-0.064141,0.68003,0.47557,-4.2637,0.076037,-2.8324,0.16227,-0.18135,1.4602,2.82,2.1256,-2.9427,0.95808,-1.2235,1.1737,-0.10382,-0.49156,0.052067,1.6171,-1.1371,-2.3842,0.075258,-1.1191,-1.1655,-1.3078,0.46006,-2.3483,0.44603,1.0601,-0.42165,-0.35809,1.8983,0.19363,-1.1554,0.41879,-1.7829,-1.9385,2.8649,-1.3172,-0.1557,1.0298,-0.16031,-1.0838,1.1924,-0.69501,0.49877,2.1525,-0.84007,1.7487,-0.051214,0.33208,0.89062,1
0.39798,-0.10864,-0.8033,1.5269,0.18704,-0.55547,4.8291,0.98289,1.0174,0.092997,-0.21934,-0.7307,0.027071,-0.17237,0.38445,-0.32884,0.13493,-1.746,0.5919,0.7459,1.258,-1.8137,-1.4379,2.4844,0.41521,0.70598,0.037391,-0.99859,0.60549,0.50647,-1.4925,-0.43046,0.48516,0.26701,0.4359,0.53306,-0.18868,0.22146,0.67828,-0.45056,0.83312,0.55272,0.27864,1.1849,0.57475,-0.024654,1.5854,0.40543,0.78344,0.69955,-0.8452,0.50019,0.67811,0.00070682,0.10656,0.95794,1.4857,0.9348,0.12868,0.26483,0.30784,0.49771,0.20489,0.34267,0.12642,0.31297,-0.049412,0.22939,0.1466,-0.6625,0.3601,-0.93307,1.1401,-0.94267,-0.06536,0.27258,-0.19053,1.0154,-0.26935,-1.3817,0.11692,0.65687,-0.020982,0.23973,-0.55976,0.18591,0.6411,0.011554,0.94789,0.4863,0.34447,0.21594,0.32393,0.45231,-0.84645,1.989,1.3911,0.043739,-0.83757,0.88294,1
0.35634,0.8097,2.1893,0.92245,-1.4509,0.59337,-0.18274,-0.90982,-0.055545,0.46112,0.51441,-0.32556,1.0446,-2.3573,1.0851,0.19552,1.3007,2.125,0.68728,0.55923,-0.19904,-0.37725,-0.72705,-0.15591,-5.8615,2.5583,0.1572,1.3828,0.28647,0.91364,-0.96857,-0.84373,0.099191,1.9878,4.6854,1.5785,0.6389,1.5489,1.6962,1.2464,1.1402,0.95659,1.0189,0.096835,1.7846,-2.1404,1.8176,-0.70704,-1.3237,1.5582,0.86656,-0.43676,1.421,-0.28367,-0.41097,0.83447,1.1614,-0.37552,-0.32955,-0.19949,0.17943,0.075778,0.88717,0.62976,-1.8126,1.5603,0.69729,0.65084,-0.59096,0.93704,-0.74501,0.87998,0.068904,0.32388,-1.7545,1.1455,-1.1554,-0.31294,0.96802,-0.034645,0.35988,0.15016,-3.1423,-7.0536,-0.2424,-0.25438,-1.0306,0.15272,-0.37864,0.64828,-2.4928,-0.47288,-0.021631,0.64078,0.95501,0.95015,-0.44484,-0.61077,1.6599,0.54767,1
0.32827,-0.61382,0.49711,0.65008,-0.69189,-1.6219,-1.0846,-0.96949,-0.073386,-0.50118,-1.3945,-0.59387,-1.4537,-0.34829,-0.89002,-1.0877,0.70201,-0.26357,-2.5637,0.0088397,0.25278,0.64066,-0.044132,0.1196,-2.2343,1.3875,0.24589,1.142,-0.65267,0.1598,-0.50472,-0.25058,1.8324,-1.029,0.26554,-0.0045549,0.6562,0.36777,-1.2718,-1.0409,0.77299,-0.34934,0.71209,0.57828,-0.091177,0.79509,-0.10477,-0.24275,0.79689,-0.18753,-0.65311,0.36483,0.26833,0.62219,-1.4988,-0.90562,0.069432,-0.77108,-0.14071,-0.061332,1.2219,0.3696,0.18228,0.65961,0.32034,-0.9059,-0.10045,0.19505,-0.40416,-1.3653,1.0374,0.87088,-1.8483,0.4531,0.58783,-0.15483,0.63948,-0.13676,0.20715,-0.20493,0.94682,-1.0302,0.70105,0.42807,0.43243,-1.0912,0.89853,-0.54033,-1.6829,-0.9717,-0.098899,1.0007,-1.4403,0.1673,-0.62098,-0.47088,-0.044902,0.9942,-0.2598,0.022007,1
-0.30785,1.4173,-0.48776,0.83057,0.28,1.6181,-0.0029034,0.63719,-1.1084,-0.20529,-0.19543,-0.58719,0.34431,-0.72806,1.5315,1.1078,-0.56226,0.15211,0.81572,-0.72365,0.027022,-0.27348,-0.83832,-1.6165,-0.29974,-0.20721,-0.34568,-1.2505,-0.3126,1.0181,-0.92182,-0.46887,1.1736,0.87122,0.84877,-0.90277,-0.28817,-0.28768,0.98703,0.72833,-0.344,-1.7385,-0.053609,0.044762,0.57475,-1.0966,-0.0014913,-0.45223,-0.22847,-0.82435,-0.39297,-0.016144,2.1035,0.086278,-0.88072,0.3976,0.22071,-0.29577,-0.73888,-1.8694,0.69127,0.59772,-0.37673,-0.92833,0.49885,1.5566,0.23699,0.14569,0.13561,0.52533,-0.22849,-1.2515,-0.72803,0.26239,0.070621,-0.70777,0.59757,1.5798,0.78681,-1.4519,-0.97492,0.72321,0.8361,-0.074407,-0.056407,0.16365,0.089072,-1.7082,0.019749,-0.87058,0.24433,0.097363,0.73684,1.4735,-0.59547,0.34456,-0.58426,0.60159,1.4935,0.30364,1
0.57391,-0.24018,0.58106,0.71757,1.2246,1.0837,-1.0687,1.3688,-1.2562,0.89092,-0.14029,0.59972,-0.20977,0.33916,1.3849,0.80744,1.3301,0.49406,-0.84727,-0.25938,-0.084269,0.50298,-0.49422,-0.1813,0.036396,0.66098,-1.3821,-0.20694,-0.10703,-0.53679,-0.44157,0.103,0.51245,-0.01615,0.80309,0.86203,0.8683,0.69245,1.2203,0.96895,2.239,-0.37519,0.26942,-0.11476,-0.084313,-0.02064,0.81035,-2.1901,0.10549,1.1404,0.90787,-0.77491,0.55953,1.09,0.26628,0.77952,-0.25362,-0.40104,-1.4653,1.2272,0.88032,-0.82024,0.56346,0.065597,0.26981,0.87831,0.023801,0.62203,0.48461,0.6904,-1.7783,-1.161,-0.78272,0.26233,1.3751,0.24492,1.1027,1.2694,-0.23579,-0.50575,-1.5571,0.653,0.53436,-0.088821,0.57403,1.2634,1.2146,2.7618,0.44535,0.39848,-0.23924,-0.47588,-0.8108,1.1271,-1.6026,1.0518,-1.1034,-0.40869,0.65327,2.1399,1
1.231,1.0573,-0.32185,1.7523,0.37377,0.27819,0.41468,-0.21757,-0.14405,-0.73992,-0.38756,-0.21587,0.074577,-0.41827,0.52276,-0.25118,1.2908,1.2145,-1.6731,0.5715,0.32363,0.2589,-1.6583,-0.8962,0.17444,-0.00067981,-2.0551,-1.0774,0.3954,0.062214,-1.562,-1.2909,-0.64946,1.3936,0.65507,1.3171,0.21909,-0.02846,0.54109,-0.057789,0.95371,0.96316,-0.97803,1.1055,-0.38748,-0.97467,1.4444,-1.1009,-2.4322,2.2969,-0.60669,-4.2428,-1.1913,-0.41096,0.028366,-0.0052083,0.31121,-1.143,1.0155,0.86606,0.16466,-3.2065,0.92968,0.87802,-3.3642,-0.4379,0.36064,-0.80861,-0.1223,-0.092013,0.21125,-3.7005,-0.99475,-0.28564,-1.3898,0.7443,0.83112,-1.9785,1.5567,-1.9192,0.098237,0.48447,-0.10363,-0.67006,-1.4392,1.4529,0.17285,-0.67939,0.16825,0.15463,0.27087,0.93699,0.057786,-1.8141,-1.8237,0.76479,1.9811,-0.22783,0.50046,1.4175,1
-0.3982,-0.80819,0.90384,-1.1484,0.83999,-0.37194,-1.2758,-1.3552,1.5472,0.84386,-0.46175,-3.9314,1.2815,1.2338,0.81291,-0.80309,3.034,0.65125,-2.0867,0.086066,0.01454,-6.9092,0.65622,-1.2474,0.28844,1.3756,-0.026946,0.076349,-1.5687,0.13778,1.2094,0.65999,1.7904,-1.0341,-0.65859,2.6354,0.67708,0.47011,-0.070989,1.0362,1.1347,1.1354,1.402,1.5462,1.1112,1.0966,0.44465,-0.88555,0.79919,1.2225,0.9347,-0.42138,-1.1394,1.4124,1.3858,-0.12603,-0.88012,1.3476,-0.70142,0.75458,0.32186,0.51664,0.46298,-1.4189,-0.17951,-0.78151,-0.097241,1.0887,-0.42974,1.2457,-0.17139,0.44374,-1.4268,-0.18096,0.72104,0.21518,0.30762,1.9172,1.6895,0.13131,0.47884,1.5691,2.1671,-0.77316,1.3642,0.33905,-0.90525,1.7848,1.3141,2.9899,-2.4162,-2.4703,-2.2781,0.75249,0.75027,1.1992,1.0867,-0.57847,1.0864,2.6894,1
0.59806,1.5178,2.0617,2.0616,1.7841,1.6037,-0.41314,2.7245,1.8663,0.47784,0.30317,-0.064064,3.1537,0.97306,1.8144,2.1541,1.8181,1.3875,0.87589,1.7173,0.56405,0.20545,-3.022,-1.0066,-0.71448,0.40408,0.18979,-1.733,-0.097282,0.11157,-0.57334,0.15785,0.85962,0.96393,-0.97403,1.8927,1.3898,2.0514,1.7389,2.238,1.2758,0.3524,0.61579,1.1278,1.2853,0.72268,-0.84952,-2.0468,0.15002,2.0223,-0.067474,-0.16212,0.92708,2.5184,2.0652,-1.1979,1.5154,1.5853,0.29435,-0.47337,3.1141,1.4657,0.68594,1.5499,1.2863,-0.29424,-0.39784,0.63876,0.61061,1.5937,-3.5663,-0.17321,0.69504,-1.249,0.73167,2.505,0.68644,1.395,1.4035,-3.3466,0.63701,0.58478,1.3379,0.20907,1.8824,0.36129,1.7271,0.81261,1.9657,3.487,-1.3707,-1.7512,-1.5601,1.0214,-0.12561,1.63,1.2105,-2.7832,0.56093,-0.61222,1
0.67204,0.0069092,0.78744,0.32102,0.39241,0.049508,-0.03377,-0.26982,1.0635,-0.86417,-0.10269,0.19308,-0.5446,-0.38917,1.2399,0.17457,0.19958,0.24782,0.14968,0.99784,-1.1838,0.031109,0.86069,-0.5594,-0.11417,-0.24988,-0.38884,-0.12953,-0.10319,1.5077,0.93608,-1.5659,-0.36042,-0.1333,-0.053287,-0.38141,0.50984,-0.033806,0.072935,0.43201,1.0306,-0.48346,-0.4129,-1.2514,0.83715,0.52686,0.11176,0.87206,-0.23269,-0.5353,1.3087,0.1053,-0.85275,0.057311,-0.24914,0.44726,0.82715,0.43815,-0.15032,-1.2427,-0.44161,0.31629,0.11805,0.10522,-3.3242,0.78403,0.00039708,-0.27843,-0.69063,-0.54384,-0.76364,-1.4985,0.072938,-0.12659,0.6675,0.11355,-0.13679,0.1219,0.11446,1.2487,-0.59646,-0.12258,-0.11853,-0.50734,-0.37161,0.12651,0.087186,-0.30115,0.49007,1.6512,-0.34884,-0.72933,-0.19478,0.23915,2.5891,-0.08233,-0.33213,-0.057608,0.01348,-1.2276,1
0.71101,0.46899,-0.47253,-0.37573,0.03756,0.25123,0.63907,0.54338,-0.40386,-0.78978,0.52113,0.039396,-1.7384,0.055471,-0.19535,-0.74223,-0.46971,-0.16605,-0.15211,0.51505,-0.065601,-0.3629,0.3514,-0.558,-1.8798,-0.77168,0.58863,-1.5216,1.1703,-0.40634,0.21207,0.60938,-0.99536,0.31184,1.0693,0.19519,-0.76922,0.13881,0.52707,-0.60274,-0.7052,1.0056,-0.22862,0.13942,-0.34566,-0.13736,-0.57878,-4.6117,-0.88401,0.61432,-0.088822,-2.2282,0.70055,0.18215,-0.48605,0.44023,-0.54409,-0.56813,0.93201,-0.24516,-0.28314,-0.29308,-0.19768,0.23854,-0.33067,-1.0576,0.43646,0.30415,0.043204,-0.26709,-2.6982,-1.7045,-0.19429,0.48776,-0.74858,-0.23145,-0.44556,-0.10497,0.010202,0.70247,-0.093366,-0.041467,0.37952,0.3362,-1.3109,0.6302,0.068793,-0.09823,0.26722,-0.71108,-0.42226,-0.79819,0.95435,0.05694,-0.41334,-0.86715,0.94539,0.2765,-0.43115,1.7976,1
0.30489,0.2707,0.00091176,0.56614,-0.99381,-1.0391,1.6505,0.88063,2.3618,-0.20753,-0.0027404,0.66549,1.4582,-0.71959,0.073127,1.1706,1.4729,1.0371,0.12917,0.32912,2.0233,-1.6951,-0.93771,-1.9119,-0.74565,1.6546,-0.19857,-1.6798,1.199,-2.5057,0.15029,0.58401,0.96217,-0.40231,1.5992,0.028181,0.15913,-0.087131,1.1209,-0.70483,1.3964,0.54295,-0.50392,0.25594,0.58874,0.25178,0.65255,-2.372,0.44382,-0.017624,-1.3352,-4.0912,-0.73441,0.40734,1.4028,-0.57299,-0.62043,2.0208,0.45236,-0.43718,1.2572,-1.524,-1.3232,1.526,-0.51349,-1.0012,2.272,1.2708,0.22856,0.80165,-1.158,0.79742,-0.085671,-0.48513,-0.39393,0.54444,0.41706,0.58581,0.65705,-0.76129,1.4453,0.037132,1.0897,0.11804,-1.1091,0.66043,0.0099529,-0.15889,1.3438,1.7127,0.39387,0.28125,0.35729,-1.6821,-0.61821,0.46448,2.3833,-1.2202,0.56822,2.5376,1
2.8645,0.73459,-0.35854,1.1683,2.6585,1.1132,2.3522,4.7877,1.6467,0.68003,0.82555,-1.6253,-1.3428,0.57966,-1.0481,1.4436,-0.2155,1.2244,0.25004,2.798,3.1685,-0.85756,-0.53526,1.3513,0.94127,-0.12049,1.2884,-0.62691,2.1442,1.1969,-0.022707,0.22548,1.0473,0.008437,-2.0896,-0.37711,2.6837,-1.1372,-0.97791,0.75371,2.267,-0.48033,1.0581,0.12257,-1.2445,-1.0891,2.7085,-0.17053,-0.57405,0.74682,-0.48308,0.23618,2.6536,-1.1611,1.9796,-0.18585,3.8893,1.5403,0.036337,0.2533,-1.8263,1.8146,4.0939,2.2536,-0.51442,0.90018,3.486,1.2499,-1.7699,0.20288,0.26015,-0.74361,-1.5741,-1.2177,-0.14198,2.009,-0.209,-0.22266,2.5028,-0.63976,1.3437,0.26143,0.51438,-0.65499,-1.3779,2.5326,-0.4505,-0.21406,1.1906,2.9981,-3.3742,-0.24818,3.3988,0.085211,1.8099,0.53019,3.8522,-2.6344,-0.20365,1.4898,1
-0.071148,-1.0893,0.42522,-0.048312,-1.8634,2.3766,0.42513,1.1136,4.9889,-1.3736,2.1801,-0.39757,0.57189,1.2168,-2.3572,2.5035,1.124,0.30593,0.31336,0.94881,0.88478,-0.19053,3.9178,-1.9804,-0.33092,0.58834,3.1293,-0.28333,0.39364,2.0499,4.248,-0.76338,0.99529,0.76721,1.3612,0.78078,-1.3755,-0.79518,-0.25837,0.8742,-0.89546,0.22318,-0.016507,0.88421,0.66562,0.20846,0.095474,-6.8726,-2.9103,1.5511,1.4248,-2.044,2.7375,0.52843,6.0266,-0.5464,-0.52071,-0.61723,0.72656,0.66324,0.80582,-0.96708,0.83266,0.067578,-0.92654,2.1535,-0.65302,0.20813,0.28673,-0.028418,-4.7908,-0.42137,0.11413,0.70477,-2.5135,0.26542,1.0674,-0.37554,1.381,3.962,4.7499,1.6231,0.50714,0.69534,-1.152,0.83678,-1.4521,0.61783,-1.532,0.9153,-1.4635,0.65521,1.3324,-0.096773,2.7597,-0.34819,0.1661,0.37579,1.3764,1.0154,1
0.11325,0.53762,-0.0053779,0.31989,0.4911,2.5083,0.74308,0.18695,0.33341,0.70693,1.4246,-1.1179,-0.80198,0.046801,1.7455,0.086667,-1.3123,-2.754,-1.5805,-0.056325,-0.25008,-1.4734,-0.30223,-0.45434,-1.8207,-1.3444,-0.32675,-0.80702,-0.79844,2.4348,-0.19466,0.84083,0.93839,0.49746,0.23091,2.4068,0.79016,-3.564,2.4622,2.6999,-0.87626,0.39691,0.32056,1.8043,1.8746,-1.6251,-1.1192,1.1519,-0.097666,0.097357,1.0921,-0.42656,1.5545,0.61121,1.5653,1.1162,-0.32011,0.20253,1.5255,0.59362,-0.21015,1.24,0.60103,-0.68986,-1.7471,2.0977,-0.0021105,-1.5291,0.75427,0.5672,-0.84821,0.77185,-1.5021,0.45421,0.72241,0.31926,0.20822,1.7786,0.87449,-0.20939,-0.57502,0.54684,-0.34824,0.36174,0.34179,0.44164,1.0788,1.0933,1.0218,0.59804,0.39733,-1.5695,0.21242,0.30991,0.76912,0.46018,-1.255,-0.16235,-0.85691,1.5367,1
1.019,1.3291,-0.25986,-0.86533,-0.57663,1.4801,0.50051,0.34175,-0.80077,0.3678,0.24458,-1.9821,-1.0859,-0.11542,1.2088,-0.49614,2.6793,0.49837,-1.0567,0.58756,1.5318,-1.0886,0.20982,0.42102,-1.117,-0.018419,2.318,0.36963,1.5188,2.0359,-0.1456,1.707,2.9815,0.29854,1.6913,2.2312,1.7308,-2.3299,1.5613,1.5609,1.0697,1.7067,0.97622,2.6033,2.8914,-2.5148,0.29574,0.94133,-0.21962,-0.059617,0.44287,-0.16337,0.39851,1.9372,0.74094,2.2648,0.45468,0.65786,1.2005,1.1431,1.5473,0.67438,-0.20247,-0.12806,-2.9556,0.90114,1.028,1.201,-0.73398,0.58972,-0.32559,-3.1227,-1.9134,-0.12966,2.0082,3.288,0.14796,1.7118,1.3987,-0.15217,-0.78774,-1.0049,0.97678,0.57234,1.7058,1.8683,0.29753,1.9053,0.80834,1.2421,-1.2674,0.41575,0.16304,0.89408,1.5863,-0.60673,-0.13593,-0.92034,3.1044,0.020489,1
